interface,module,line,kind
test_recording_final_pass_replaces_provisional_rows_with_final_segments,tests.test_transcript_review_table,138,function
test_play_selected_segment_uses_keyboard_focusable_action_path,tests.test_transcript_review_table,168,function
test_final_recording_pass_never_reuses_previous_session_audio,tests.test_transcript_review_table,181,function
test_saved_recording_keeps_review_rows_and_source_session_available,tests.test_transcript_review_table,189,function
unpolish,tests.test_ui_state,23,function
polish,tests.test_ui_state,26,function
isChecked,tests.test_ui_state,38,function
setEnabled,tests.test_ui_state,41,function
setProperty,tests.test_ui_state,44,function
setText,tests.test_ui_state,47,function
style,tests.test_ui_state,50,function
setVisible,tests.test_ui_state,58,function
setSizes,tests.test_ui_state,66,function
toPlainText,tests.test_ui_state,74,function
currentData,tests.test_ui_state,79,function
record,tests.test_ui_state,87,function
setUpClass,tests.test_ui_state,93,function
make_tab,tests.test_ui_state,96,function
test_transcription_tab_initializes_schedule_and_consent_controls,tests.test_ui_state,102,function
test_settings_toggle_opens_readable_side_panel,tests.test_ui_state,120,function
test_runtime_log_toggle_controls_log_visibility,tests.test_ui_state,132,function
test_summary_stays_disabled_until_transcript_exists,tests.test_ui_state,142,function
test_recording_button_uses_danger_state_while_recording,tests.test_ui_state,163,function
test_recording_consent_is_explicit_for_each_session,tests.test_ui_state,174,function
test_recording_suffix_cannot_escape_the_session_folder,tests.test_ui_state,183,function
test_output_write_probe_leaves_no_artifact,tests.test_ui_state,189,function
test_summary_input_is_prepared_with_punctuation_then_glossary_correction,tests.test_ui_state,198,function
test_summary_settings_use_the_canonical_session_and_review_segments,tests.test_ui_state,207,function
test_latest_release_api_url_uses_project_repo,tests.test_update_checker,8,function
test_release_versions_compare_semantically_not_lexically,tests.test_update_checker,14,function
test_package_metadata_version_matches_runtime_metadata,tests.test_versioning,14,function
test_readme_refactor_version_matches_runtime_metadata,tests.test_versioning,39,function
test_readme_published_and_candidate_tags_are_explicit,tests.test_versioning,46,function
test_readme_latest_update_and_footer_match_runtime_metadata,tests.test_versioning,65,function
